Model,length,Query Length,Hardware,Host,PUE,WUE (Site),WUE (Source),Size,Mean Max Energy (Wh),Mean Min Energy (Wh),Mean Max Carbon (gCO2e),Mean Min Carbon (gCO2e),"Mean Max Water (Site, mL)","Mean Min Water (Site, mL)","Mean Max Water (Source, mL)","Mean Min Water (Source, mL)",Energy Consumption of 1 Billion Prompts (MWh),Carbon Emissions of 1 Billion Prompts (TonsCO2e),Water Consumption of 1 Billion Prompts (Kiloliter),Household Energy Equiv. – 1B Prompts (MWh),People Annual Drinking Water Equiv. – 1B Prompts (kL),Gasoline Car Equiv. – 1B Prompts (TonsCO2e),Atlantic Flight Equiv. – 1B Prompts (TonsCO2e)
Llama 3.1 405B Standard,Long,1500,DGX H200/H100,AWS,1.14,0.18,5.12,Large,23.09056203838273,19.435236316405533,6.92716861151482,5.830570894921659,3.645878216586748,3.068721523642979,118.22367763651955,99.50840993999633,21262.89917739413,6378.869753218239,112223.34365837282,19418.1727647435,93519.45304864402,1386.7108159170084,12.656487605591744
GPT-4o (Nov),Long,1500,DGX H200/H100,Azure,1.12,0.3,4.35,Large,3.2472953198051875,2.733235848684083,1.104080408733764,0.9293001885525882,0.8698112463763893,0.7321167451832364,14.125734641152563,11.88957594177576,2990.2655842446356,1016.690298643176,13808.619287243975,2730.836149995101,11507.18273936998,221.0196301398209,2.0172426560380474
Llama 3.3 70B,Long,1500,DGX H200/H100,AWS,1.14,0.18,5.12,Medium,1.327253227508295,1.045536812825549,0.3981759682524885,0.3136610438476646,0.2095662990802571,0.1650847599198235,6.795536524842469,5.3531484816668105,1186.3950201669218,355.9185060500766,6261.668032754681,1083.4657718419378,5218.056693962234,77.37358827175579,0.7061875120041202
GPT-5 nano (minimal),Long,1500,DGX H200/H100,Azure,1.12,0.3,4.35,Small,0.699850531719634,0.5530654014713212,0.2379491807846755,0.1880422365002492,0.1874599638534733,0.1481425182512467,3.044349812980407,2.405834496400247,626.4579665954776,212.9957086424624,2892.893395742687,572.1077320506645,2410.744496452239,46.303414922274435,0.4226105330207587
Llama 4 Scout,Long,1500,DGX H200/H100,AWS,1.14,0.18,5.12,Micro,0.3484152430921006,0.259743848740357,0.1045245729276301,0.0779231546221071,0.0550129331198053,0.0410121866432142,1.7838860446315554,1.3298885055506284,304.0795459162289,91.22386377486868,1604.8998349726016,277.6982154486109,1337.4165291438349,19.831274733667104,0.180999729712041
GPT-4.1 nano,Long,1500,DGX H200/H100,Azure,1.12,0.3,4.35,Small,0.5759760072982677,0.4551720507113652,0.195831842481411,0.1547584972418642,0.1542792876691788,0.1219210850119728,2.505495631747465,1.9799984205944383,515.5740290048165,175.29516986163762,2380.8472125115272,470.8438621048552,1984.039343759606,38.107645622095134,0.3478078767095984
Llama 3.1 70B Standard,Long,1500,DGX H200/H100,AWS,1.14,0.18,5.12,Medium,18.78121978892204,14.794808008076933,5.634365936676613,4.43844240242308,2.965455756145586,2.336022317064779,96.15984531928083,75.7494170013539,16788.013898499485,5036.404169549847,88605.37019692257,15331.519542008662,73837.80849743547,1094.8704716412713,9.992865415773506
Llama 3.1 70B Latency Optimized,Long,1500,DGX H200/H100,AWS,1.14,0.18,5.12,Medium,1.6541943994338848,1.3030830171156376,0.4962583198301653,0.3909249051346912,0.2611885893842975,0.2057499500708901,8.46947532510149,6.671785047632064,1478.6387082747613,443.5916124824283,7804.09945609437,1350.3549847258091,6503.416213411975,96.4329592353105,0.8801420882587863
Claude 3 Haiku,Long,1500,DGX H200/H100,Anthropic,1.14,0.18,5.12,Large,2.8119607486193834,2.366816432230166,0.843588224585815,0.71004492966905,0.4439938024135869,0.3737078577205525,14.397239032931246,12.118100133018451,2589.388590424775,776.8165771274323,13666.520413041915,2364.7384387440866,11388.767010868263,168.87316894074615,1.541302732395699
Llama 3.1 8B,Long,1500,DGX H200/H100,AWS,1.14,0.18,5.12,Micro,0.3508914883851141,0.2615898916319492,0.1052674465155342,0.0784769674895847,0.0554039192187022,0.0413036670997814,1.796564420531784,1.33934024515558,306.2406900085316,91.87220700255948,1616.306126002924,279.67186302149,1346.9217716691037,19.972218913599892,0.1822861250050783
Llama 3.2 11B (Vision),Long,1500,DGX H200/H100,AWS,1.14,0.18,5.12,Micro,1.0892413023903404,0.8120302819674217,0.3267723907171022,0.2436090845902264,0.1719854687984748,0.1282153076790666,5.576915468238544,4.157595043673199,950.6357921788812,285.1907376536643,5017.355644194642,868.1605408026312,4181.129703495535,61.99798644644877,0.5658546382017149
Llama 3.2 1B,Long,1500,DGX H200/H100,AWS,1.14,0.18,5.12,Nano,0.5682608737482908,0.4191234646829198,0.1704782621244872,0.1257370394048759,0.0897254011181512,0.066177389160461,2.90949567359125,2.1459121391765494,493.6921692156053,148.10765076468158,2605.655301523206,450.8604285074021,2171.379417936005,32.19731538362643,0.2938643864378603
Llama 3.2 90B (Vision),Long,1500,DGX H200/H100,AWS,1.14,0.18,5.12,Large,6.008840570984801,5.057617752680492,1.80265217129544,1.5172853258041474,0.9487643006818104,0.7985712241074461,30.765263723442175,25.89500289372412,5533.229161832647,1659.968748549794,29203.801070977777,5053.177316742143,24336.50089248148,360.86277142386825,3.2935887868051466
GPT-4o (May),Long,1500,DGX H200/H100,Azure,1.12,0.3,4.35,Large,2.7427785688751434,2.3085860604454385,0.9325447134175489,0.7849192605514491,0.7346728309486991,0.6183712661907423,11.931086774606872,10.042349362937657,2525.6823146602915,858.7319869844989,11663.240117341988,2306.559191470586,9719.366764451655,186.68086673576065,1.7038333075089265
GPT-4 Turbo,Long,1500,DGX A100,Azure,1.12,0.3,4.35,Large,17.156773456086466,15.156712433883303,5.833302975069398,5.153282227520324,4.595564318594588,4.059833687647313,74.6319645339761,65.93169908739237,16156.742944984884,5493.292601294861,74609.53081380519,14755.01638811405,62174.609011504326,1194.1940437597525,10.899390081934248
GPT-4o mini,Long,1500,DGX A100,Azure,1.12,0.3,4.35,Medium,4.325699934810424,4.008178530248857,1.4707379778355445,1.3627807002846115,1.1586696253956492,1.0736192491738006,18.81679471642535,17.435576606582526,4166.939232529641,1416.7593390600782,19242.33009878866,3805.423956648074,16035.275082323886,307.9911606652344,2.8110304346430124
o3-pro,Long,1500,DGX H200/H100,Azure,1.12,0.3,4.35,Large,31.742503726806927,26.717542006096853,10.792451267114355,9.083964282072928,8.502456355394711,7.156484465918799,138.07989121161015,116.22130772652132,29230.02286645189,9938.207774593642,134980.06987972246,26694.084809545107,112483.39156643538,2160.479950998618,19.718666219431828
o3-mini,Long,1500,DGX H200/H100,Azure,1.12,0.3,4.35,Medium,2.542701708307362,2.0030000191151487,0.8645185808245033,0.6810200064991506,0.6810808147251863,0.5365178622629863,11.060752431137026,8.713050083150895,2272.850863711255,772.7692936618269,10495.700595638047,2075.662889234023,8746.417163031709,167.9933247090928,1.5332724080591802
Llama 3.2 3B,Long,1500,DGX H200/H100,AWS,1.14,0.18,5.12,Nano,0.9295173507959243,0.6855698686041176,0.2788552052387774,0.2056709605812353,0.1467658974940933,0.1082478739901238,4.759128836075133,3.5101177272530824,807.5436097000211,242.26308291000632,4262.130167406217,737.4827485844942,3551.775139505181,52.66588758913181,0.4806807200595363
Claude 4.1 Opus,Long,1500,DGX H200/H100,Anthropic,1.14,0.18,5.12,Large,10.784816661615444,9.07753826429964,3.2354449984846325,2.723261479289892,1.7028657886761227,1.4332955154157327,55.218261307471074,46.476995913214154,9931.17746295754,2979.3532388872627,52415.70926238853,9069.568459321956,43679.757718657114,647.6854867146224,5.911415156522347
Claude 4 Opus,Long,1500,DGX H200/H100,Anthropic,1.14,0.18,5.12,Large,12.452033814957844,10.48082846191858,3.735610144487354,3.144248538575574,1.9661106023617652,1.6548676518818812,63.754413132584176,53.66184172502313,11466.431138438216,3439.9293415314646,60518.61655592547,10471.62661044586,50432.18046327123,747.8107264198836,6.825256630022747
Mistral Large 2 (AWS),Long,1500,DGX H200/H100,AWS,1.14,0.18,5.12,Large,11.683707558306342,9.834131238122158,3.505112267491903,2.9502393714366475,1.8447959302588963,1.5527575639140252,59.82058269852848,50.35075193918544,10758.91939821425,3227.6758194642753,56784.44406594342,9825.49716731895,47320.37005495285,701.6686564052773,6.404118689413244
